 , ,Wild_Marker.Argentina ,Bhima.Austria ,Florac.Austria ,Gingor.Austria ,jacenat.Austria ,YMK1234.Austria ,henryuuk.Belgium ,Inquatitis.Belgium ,JebusGobson.Belgium ,Leprecon.Belgium ,modomario.Belgium ,Nemo84.Belgium ,Quazz.Belgium ,silverionmox.Belgium ,TheApatheist.Belgium ,9A4172.Bosnia ,hab136.Bulgaria ,guildensterncrantz.Croatia ,neohellpoet.Croatia ,kristynaZ.Czech ,Buffalox.Denmark ,DarthSatoris.Denmark ,Gareth321.Denmark ,Skulder.Denmark ,ThereIsAThingForThat.Denmark ,The_Serious_Account.Denmark ,AnTyx.Estonia ,h2ppyme.Estonia ,noys.Estonia ,ArttuH5N1.Finland ,Delheru.Finland ,falconbox.Finland ,Jushak.Finland ,KapteeniJ.Finland ,kerat.Finland ,makoivis.Finland ,spin0.Finland ,justkjfrost.France ,Kalulosu.France ,keepthepace.France ,Low_discrepancy.France ,MartelFirst.France ,Radulno.France ,ScalSaver.France ,UnluckyLuke.France ,yoshi570.France ,afito.Germany ,Asyx.Germany ,barsoap.Germany ,Chariotwheel.Germany ,DerberAuner.Germany ,DocTomoe.Germany ,Doldenberg.Germany ,escalat0r.Germany ,FrigOffCyrus.Germany ,greenascanbe.Germany ,IHaTeD2.Germany ,iTomes.Germany ,king_of_the_universe.Germany ,Loki-L.Germany ,MarktpLatz.Germany ,misnamed.Germany ,MisterMysterios.Germany ,R88SHUN.Germany ,rEvolutionTU.Germany ,reymt.Germany ,Roflkopt3r.Germany ,roionsteroids.Germany ,SAKUJ0.Germany ,skgoa.Germany ,thewindinthewillows.Germany ,TheZett.Germany ,VERTIKAL19.Germany ,Vik1ng.Germany ,Werner__Herzog.Germany ,xxTheGoDxx.Germany ,christoskal.Greece ,OrangeJuliusPage.Greece ,Poromenos.Greece ,gerusz.Hungary ,marmulak.Hungary ,mszegedy.Hungary ,shinarit.Hungary ,alexmikli.Iceland ,ameya2693.India ,eaturbrainz.Israel ,gprime.Israel ,Adahn5.Italy ,improb.Italy ,IronMew.Italy ,occupythekitchen.Italy ,Dissentient.Latvia ,Airazz.Lithuania ,Dragoniel.Lithuania ,Strazdas1.Lithuania ,Sunjammer0037.Lithuania ,_vargas_.Lithuania ,himit.Malta ,hseldon10.Mexico ,Amanoo.Netherlands ,blockpro156.Netherlands ,BorgDrone.Netherlands ,crackanape.Netherlands ,Jasper1984.Netherlands ,jippiejee.Netherlands ,LaoBa.Netherlands ,Merari01.Netherlands ,ReinierPersoon.Netherlands ,savois-faire.Netherlands ,small_trunks.Netherlands ,SpHornet.Netherlands ,TheActualAWdeV.Netherlands ,TheFlyingBastard.Netherlands ,TheRufmeisterGeneral.Netherlands ,TomSwirly.Netherlands ,Tozapeloda77.Netherlands ,zazzlekdazzle.Netherlands ,AntiChr1st.Norway ,Arve.Norway ,bobosuda.Norway ,foamed.Norway ,rdzzl.Norway ,rubygeek.Norway ,Soltheron.Norway ,TheJack38.Norway ,tso.Norway ,vintermann.Norway ,W00ster.Norway ,Imperium_Dragon.Philippines ,Jakkubus.Poland ,yoshi314.Poland ,FuujinSama.Portugal ,omegaxLoL.Portugal ,adevland.Romania ,dumnezero.Romania ,florinandrei.Romania ,NilacTheGrim.Romania ,postblitz.Romania ,Aemilius_Paulus.Russia ,BabyWookie.Russia ,thefran.Russia ,OmegaVesko.Serbia ,cruyff8.Spain ,Erratic85.Spain ,Eryemil.Spain ,LupineChemist.Spain ,Miguelinileugim.Spain ,MithranArkanere.Spain ,redlightsaber.Spain ,segagamer.Spain ,turtleeatingalderman.Spain ,effa94.Sweden ,essbeck.Sweden ,Falsus.Sweden ,helm.Sweden ,Hovsky.Sweden ,PatHeist.Sweden ,Platypuskeeper.Sweden ,rabbitlion.Sweden ,Rhamni.Sweden ,splergel.Sweden ,theCroc.Sweden ,TinyTinyDwarf.Sweden ,xmnstr.Sweden ,Milleuros.Switzerland ,alexfrancisburchard.Turkey ,Redhaired103.Turkey ,killerstorm.Ukraine
510, betrayal, 0.9090909090909091, 0.5, 0.7777777777777778, 0.24074074074074073, 0.21428571428571427, 0.0, 0.8333333333333334, 0, 0.2857142857142857, 0.5, 0.0, 0.5, 0.75, 0.4, 0.05555555555555555, 0.3181818181818182, 1.0, 0.4807692307692308, 0.2916666666666667, 0.625, 0.018518518518518517, 0.4, 0.75, 0.0, 0.6666666666666666, 0, 0, 0.35, 1.0, 0.375, 0.3333333333333333, 0.75, 1.0, 0.4166666666666667, 0.1111111111111111, 0, 0.23076923076923078, 0.0, 0.0, 0.058823529411764705, 0.18181818181818182, 0.0, 0.6, 0.8181818181818182, 0.0, 0.4444444444444444, 0.75, 0.03333333333333333, 0.06451612903225806, 0.7692307692307693, 0.4444444444444444, 0.09523809523809523, 0.6666666666666666, 0.0, 0.18181818181818182, 0, 1.0, 0.13333333333333333, 0.25, 0.3125, 0.4, 1.0, 0.14285714285714285, 0.2, 0.7777777777777778, 0.8, 0.3333333333333333, 1.0, 0.75, 0.3333333333333333, 0.4, 0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5454545454545454, 0.375, 1.0, 1.0, 0.02857142857142857, 0.027777777777777776, 0.18518518518518517, 0.29411764705882354, 0.5333333333333333, 0.0, 0.3333333333333333, 0.5, 0, 0.3333333333333333, 0.5, 0.16666666666666666, 0.8333333333333334, 0.8181818181818182, 0.625, 0.1, 0.0, 0.8027210884353742, 0.13333333333333333, 0.125, 0.6666666666666666, 0, 0.4375, 0.3181818181818182, 0.4864864864864865, 0.2631578947368421, 0.0, 0.14285714285714285, 0.25, 0.5, 0.0, 0.25, 0.2978723404255319, 1.0, 0.2, 0.0, 0.5, 0, 0, 0.6363636363636364, 0.2, 0.8333333333333334, 0, 0.2777777777777778, 0.0, 0.2, 1.0, 1.0, 0.7142857142857143, 0, 0.0, 0.36363636363636365, 0.3333333333333333, 0.35714285714285715, 0.8695652173913043, 0.2857142857142857, 0.14285714285714285, 0.6666666666666666, 0, 0.07142857142857142, 0.14285714285714285, 0.8, 0.3333333333333333, 1.0, 1.0, 0.5384615384615384, 1.0, 0.016666666666666666, 0.2857142857142857, 0, 0.7391304347826086, 0.4, 0.2857142857142857, 0.0, 0.0, 0.4, 0.4230769230769231, 0.45454545454545453, 0.6428571428571429, 0.5769230769230769, 0.6666666666666666, 0.0, 0, 1.0, 1.0
510, treason, 0.09090909090909091, 0.5, 0.2222222222222222, 0.7592592592592593, 0.0, 1.0, 0.125, 0, 0.5714285714285714, 0.25, 1.0, 0.5, 0.25, 0.6, 0.8888888888888888, 0.6818181818181818, 0.0, 0.4230769230769231, 0.7083333333333334, 0.375, 0.9814814814814815, 0.6, 0.2, 1.0, 0.3333333333333333, 0, 0, 0.65, 0.0, 0.625, 0.6666666666666666, 0.25, 0.0, 0.5833333333333334, 0.6666666666666666, 0, 0.7692307692307693, 1.0, 1.0, 0.8823529411764706, 0.8181818181818182, 1.0, 0.35, 0.18181818181818182, 1.0, 0.2222222222222222, 0.25, 0.9666666666666667, 0.9354838709677419, 0.0, 0.4444444444444444, 0.9047619047619048, 0.3333333333333333, 1.0, 0.8181818181818182, 0, 0.0, 0.8666666666666667, 0.75, 0.6875, 0.6, 0.0, 0.8, 0.8, 0.2222222222222222, 0.0, 0.6666666666666666, 0.0, 0.25, 0.0, 0.4, 0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.8, 1.0, 0.45454545454545453, 0.375, 0.0, 0.0, 0.9428571428571428, 0.7222222222222222, 0.5740740740740741, 0.7058823529411765, 0.3333333333333333, 1.0, 0.6666666666666666, 0.0, 0, 0.6666666666666666, 0.0, 0.8333333333333334, 0.16666666666666666, 0.18181818181818182, 0.375, 0.9, 0.8888888888888888, 0.07482993197278912, 0.8666666666666667, 0.75, 0.3333333333333333, 0, 0.375, 0.6818181818181818, 0.10810810810810811, 0.6842105263157895, 0.0, 0.8571428571428571, 0.5, 0.125, 1.0, 0.75, 0.6808510638297872, 0.0, 0.8, 1.0, 0.5, 0, 0, 0.36363636363636365, 0.6, 0.16666666666666666, 0, 0.7222222222222222, 1.0, 0.72, 0.0, 0.0, 0.14285714285714285, 0, 1.0, 0.45454545454545453, 0.6666666666666666, 0.6428571428571429, 0.13043478260869565, 0.42857142857142855, 0.7857142857142857, 0.3333333333333333, 0, 0.6428571428571429, 0.7142857142857143, 0.2, 0.6666666666666666, 0.0, 0.0, 0.46153846153846156, 0.0, 0.9833333333333333, 0.7142857142857143, 0, 0.21739130434782608, 0.5333333333333333, 0.7142857142857143, 1.0, 1.0, 0.6, 0.2692307692307692, 0.5454545454545454, 0.35714285714285715, 0.4230769230769231, 0.3333333333333333, 1.0, 0, 0.0, 0.0
511, tread, 0.0, 0.0, 0.3333333333333333, 0.75, 0.5, 0, 0.375, 0.5, 0.6666666666666666, 0.75, 0.75, 0.4166666666666667, 0.8, 0.5357142857142857, 0.6666666666666666, 0.3333333333333333, 0.0, 0.8333333333333334, 0.0, 0, 0.0, 0.0, 0.6666666666666666, 0.9, 1.0, 1.0, 1.0, 0, 1.0, 0.5, 0.6, 0.8333333333333334, 0.6666666666666666, 1.0, 0, 1.0, 1.0, 0, 0.9090909090909091, 0.0, 0.5, 0.3333333333333333, 0, 1.0, 1.0, 0.0, 0.75, 1.0, 0.5714285714285714, 0.6666666666666666, 1.0, 0.5, 0.5, 0.0, 0.6666666666666666, 0.5, 0.0, 0.8888888888888888, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0, 0.5, 0, 1.0, 0.75, 0, 1.0, 0.16666666666666666, 1.0, 1.0, 0, 0.5, 0.5, 0.6666666666666666, 1.0, 0.0, 1.0, 0.9565217391304348, 0.9, 1.0, 0.375, 0.6, 0.8, 0, 0.0, 0.0, 1.0, 0.6, 1.0, 1.0, 0.75, 0.8666666666666667, 1.0, 0.0, 0, 0.5, 0, 1.0, 0.3333333333333333, 0, 1.0, 0.2857142857142857, 1.0, 0.5, 0, 0.75, 0.5, 0.4444444444444444, 1.0, 1.0, 0.5, 1.0, 0, 0.8571428571428571, 0.75, 0.75, 1.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.25, 0.4, 0.25, 0.16666666666666666, 1.0, 1.0, 0, 1.0, 0.4444444444444444, 0.75, 0.6, 0.5, 0.8333333333333334, 1.0, 0.8181818181818182, 0, 1.0, 1.0, 0.3333333333333333, 0.6666666666666666, 0.5, 0.25, 0.0, 1.0, 0.6, 1.0, 1.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.1111111111111111, 0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0
511, trample, 1.0, 1.0, 0.6666666666666666, 0.25, 0.5, 0, 0.625, 0.5, 0.3333333333333333, 0.25, 0.25, 0.5833333333333334, 0.2, 0.4642857142857143, 0.3333333333333333, 0.6666666666666666, 1.0, 0.16666666666666666, 1.0, 0, 1.0, 1.0, 0.3333333333333333, 0.1, 0.0, 0.0, 0.0, 0, 0.0, 0.5, 0.4, 0.16666666666666666, 0.3333333333333333, 0.0, 0, 0.0, 0.0, 0, 0.09090909090909091, 1.0, 0.5, 0.6666666666666666, 0, 0.0, 0.0, 1.0, 0.25, 0.0, 0.42857142857142855, 0.3333333333333333, 0.0, 0.5, 0.5, 1.0, 0.3333333333333333, 0.5, 1.0, 0.1111111111111111, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0, 0.5, 0, 0.0, 0.25, 0, 0.0, 0.8333333333333334, 0.0, 0.0, 0, 0.5, 0.5, 0.3333333333333333, 0.0, 1.0, 0.0, 0.043478260869565216, 0.1, 0.0, 0.625, 0.4, 0.2, 0, 1.0, 1.0, 0.0, 0.4, 0.0, 0.0, 0.25, 0.13333333333333333, 0.0, 1.0, 0, 0.5, 0, 0.0, 0.6666666666666666, 0, 0.0, 0.7142857142857143, 0.0, 0.5, 0, 0.25, 0.5, 0.5555555555555556, 0.0, 0.0, 0.5, 0.0, 0, 0.14285714285714285, 0.25, 0.25, 0.0, 1.0, 1.0, 1.0, 0.8333333333333334, 0.75, 0.6, 0.75, 0.8333333333333334, 0.0, 0.0, 0, 0.0, 0.5555555555555556, 0.25, 0.4, 0.5, 0.16666666666666666, 0.0, 0.18181818181818182, 0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.5, 0.75, 1.0, 0.0, 0.4, 0.0, 0.0, 1.0, 1.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.8888888888888888, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0
512, trigonometry, 0, 0, 0, 0, 0.4, 1.0, 0, 0, 0, 0.0, 0, 0, 0, 1.0, 0, 0, 0, 1.0, 0, 0, 0, 1.0, 0, 0.6666666666666666, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 1.0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 1.0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0.0, 0, 1.0, 0, 0.875, 1.0, 0, 0, 0.5, 0, 0, 0, 0, 0.0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.3333333333333333, 0, 0, 0, 0, 1.0, 0, 0, 1.0, 0, 0.5, 0, 0, 0, 0, 0, 0.08571428571428572, 0, 0, 0, 1.0, 1.0, 0.0, 0, 0, 0, 1.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 1.0, 0.0, 0, 0, 0, 0, 0.25, 0, 0.3333333333333333, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 1.0
512, trig, 0, 0, 0, 0, 0.6, 0.0, 0, 0, 0, 1.0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0.3333333333333333, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 1.0, 0, 0.0, 0, 0.125, 0.0, 0, 0, 0.5, 0, 0, 0, 0, 1.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 1.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.6666666666666666, 0, 0, 0, 0, 0.0, 0, 0, 0.0, 0, 0.5, 0, 0, 0, 0, 0, 0.9142857142857143, 0, 0, 0, 0.0, 0.0, 1.0, 0, 0, 0, 0.0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0.0, 1.0, 0, 0, 0, 0, 0.75, 0, 0.6666666666666666, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0.0
513, trim, 0.6666666666666666, 0.0, 0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.925, 0.058823529411764705, 1.0, 0, 1.0, 1.0, 0.8888888888888888, 1.0, 1.0, 0, 1.0, 0, 0.9512195121951219, 1.0, 0.25, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 0, 0, 0.375, 1.0, 1.0, 0, 0.0, 0, 1.0, 1.0, 0, 0.6, 1.0, 1.0, 1.0, 0, 0, 1.0, 0, 0, 0, 1.0, 1.0, 0, 1.0, 0, 0.8571428571428571, 1.0, 1.0, 1.0, 0, 0.0, 1.0, 0, 0, 0, 1.0, 0.5, 0, 0, 1.0, 0.6, 0.6, 1.0, 1.0, 0, 0, 0, 0.75, 1.0, 0.6666666666666666, 0.0, 0.8461538461538461, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8181818181818182, 0.8666666666666667, 0.8, 1.0, 0, 1.0, 1.0, 0.8333333333333334, 1.0, 0.3333333333333333, 1.0, 1.0, 0.75, 0.18181818181818182, 0.14148351648351648, 1.0, 0.8571428571428571, 0.3333333333333333, 1.0, 0.5, 0, 0.9285714285714286, 1.0, 0.9545454545454546, 1.0, 0.5, 1.0, 0.6666666666666666, 0.0, 0.7777777777777778, 1.0, 0.3333333333333333, 0.8, 0.0, 0, 1.0, 0.75, 0, 0, 0.0, 0.6, 0.6666666666666666, 0.75, 1.0, 1.0, 1.0, 0.5, 1.0, 0, 0.95, 1.0, 0, 1.0, 0.0, 0.8571428571428571, 1.0, 0, 0, 1.0, 0.75, 1.0, 1.0, 0.3333333333333333, 0.0, 1.0, 1.0, 0.9090909090909091, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2
513, prune, 0.3333333333333333, 1.0, 0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.075, 0.9411764705882353, 0.0, 0, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0, 0.0, 0, 0.04878048780487805, 0.0, 0.75, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0.625, 0.0, 0.0, 0, 1.0, 0, 0.0, 0.0, 0, 0.4, 0.0, 0.0, 0.0, 0, 0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0.0, 0, 0.14285714285714285, 0.0, 0.0, 0.0, 0, 1.0, 0.0, 0, 0, 0, 0.0, 0.5, 0, 0, 0.0, 0.4, 0.4, 0.0, 0.0, 0, 0, 0, 0.25, 0.0, 0.3333333333333333, 1.0, 0.15384615384615385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18181818181818182, 0.13333333333333333, 0.2, 0.0, 0, 0.0, 0.0, 0.16666666666666666, 0.0, 0.6666666666666666, 0.0, 0.0, 0.25, 0.8181818181818182, 0.8585164835164835, 0.0, 0.14285714285714285, 0.6666666666666666, 0.0, 0.5, 0, 0.07142857142857142, 0.0, 0.045454545454545456, 0.0, 0.5, 0.0, 0.3333333333333333, 1.0, 0.2222222222222222, 0.0, 0.6666666666666666, 0.2, 1.0, 0, 0.0, 0.25, 0, 0, 1.0, 0.4, 0.3333333333333333, 0.25, 0.0, 0.0, 0.0, 0.5, 0.0, 0, 0.05, 0.0, 0, 0.0, 1.0, 0.14285714285714285, 0.0, 0, 0, 0.0, 0.25, 0.0, 0.0, 0.6666666666666666, 1.0, 0.0, 0.0, 0.09090909090909091, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8
514, twin, 0.7647058823529411, 0.045454545454545456, 0.8333333333333334, 0.875, 0.6666666666666666, 0.2962962962962963, 0.8289473684210527, 0.0, 0.13333333333333333, 0.09375, 0.17647058823529413, 0.25, 0.7368421052631579, 0.6326530612244898, 0, 0, 0.23529411764705882, 0.92, 0.991869918699187, 1.0, 0.0, 0.45454545454545453, 0.9047619047619048, 0.7692307692307693, 0.8461538461538461, 0.8666666666666667, 1.0, 0.75, 0.7777777777777778, 0.625, 0.75, 0.2962962962962963, 0.0, 0.45454545454545453, 1.0, 0.7272727272727273, 0.6666666666666666, 0.6666666666666666, 0.20689655172413793, 0.5833333333333334, 0.5714285714285714, 1.0, 0.20689655172413793, 0.5833333333333334, 0.8846153846153846, 0.43333333333333335, 0.875, 0.2, 0.4, 0.7692307692307693, 0.5416666666666666, 0.7, 1.0, 0.0, 0.6666666666666666, 1.0, 0.25, 1.0, 0.3225806451612903, 0.8148148148148148, 0.029411764705882353, 0.14285714285714285, 0.8333333333333334, 0.8, 0.0, 0.2, 0.6097560975609756, 0.0, 0.5142857142857142, 0.9, 0.3333333333333333, 0.07142857142857142, 0.9850746268656716, 0.1, 0.007874015748031496, 0.6153846153846154, 0.11764705882352941, 1.0, 0.3181818181818182, 0.7222222222222222, 0.8, 0.5555555555555556, 0.5217391304347826, 1.0, 0.8571428571428571, 0.5, 0.3333333333333333, 0.6666666666666666, 1.0, 0.8571428571428571, 0.8108108108108109, 0.2, 0.68, 0.21739130434782608, 0.3157894736842105, 1.0, 0.9444444444444444, 0.9655172413793104, 0.8, 1.0, 1.0, 0.36363636363636365, 0.15384615384615385, 0.1875, 0.03125, 0.967741935483871, 0.8620689655172413, 1.0, 1.0, 0.0111731843575419, 0.946236559139785, 0.9466666666666667, 0.6923076923076923, 0.7, 0.2, 1.0, 0.6842105263157895, 1.0, 0.36538461538461536, 1.0, 0.5172413793103449, 0.7142857142857143, 0.3333333333333333, 0.5, 1.0, 0.47368421052631576, 0.35294117647058826, 0.5714285714285714, 0.9166666666666666, 0.3611111111111111, 0.5625, 1.0, 0, 0.16666666666666666, 0.5333333333333333, 0.75, 1.0, 0.9, 0.8260869565217391, 0, 0.6666666666666666, 0.0, 0.48484848484848486, 1.0, 0.6363636363636364, 0.8823529411764706, 0.875, 0.6666666666666666, 0.8, 0.11764705882352941, 1.0, 0.8709677419354839, 1.0, 0.8571428571428571, 0.6521739130434783, 0.5714285714285714, 0.3333333333333333, 0.8181818181818182, 0.4878048780487805, 0.8620689655172413, 0.4473684210526316, 0.6, 0.6666666666666666, 0.3333333333333333, 1.0, 0.5555555555555556, 1.0, 0.3333333333333333
514, duplicate, 0.23529411764705882, 0.9545454545454546, 0.16666666666666666, 0.125, 0.3333333333333333, 0.7037037037037037, 0.17105263157894737, 1.0, 0.8666666666666667, 0.90625, 0.8235294117647058, 0.75, 0.2631578947368421, 0.3673469387755102, 0, 0, 0.7647058823529411, 0.08, 0.008130081300813009, 0.0, 1.0, 0.5454545454545454, 0.09523809523809523, 0.23076923076923078, 0.15384615384615385, 0.13333333333333333, 0.0, 0.25, 0.2222222222222222, 0.375, 0.25, 0.7037037037037037, 1.0, 0.5454545454545454, 0.0, 0.2727272727272727, 0.3333333333333333, 0.3333333333333333, 0.7931034482758621, 0.4166666666666667, 0.42857142857142855, 0.0, 0.7931034482758621, 0.4166666666666667, 0.11538461538461539, 0.5666666666666667, 0.125, 0.8, 0.6, 0.23076923076923078, 0.4583333333333333, 0.3, 0.0, 1.0, 0.3333333333333333, 0.0, 0.75, 0.0, 0.6774193548387096, 0.18518518518518517, 0.9705882352941176, 0.8571428571428571, 0.16666666666666666, 0.2, 1.0, 0.8, 0.3902439024390244, 1.0, 0.4857142857142857, 0.1, 0.6666666666666666, 0.9285714285714286, 0.014925373134328358, 0.9, 0.9921259842519685, 0.38461538461538464, 0.8823529411764706, 0.0, 0.6818181818181818, 0.2777777777777778, 0.2, 0.4444444444444444, 0.4782608695652174, 0.0, 0.14285714285714285, 0.5, 0.6666666666666666, 0.3333333333333333, 0.0, 0.14285714285714285, 0.1891891891891892, 0.8, 0.32, 0.782608695652174, 0.6842105263157895, 0.0, 0.05555555555555555, 0.034482758620689655, 0.2, 0.0, 0.0, 0.6363636363636364, 0.8461538461538461, 0.8125, 0.96875, 0.03225806451612903, 0.13793103448275862, 0.0, 0.0, 0.9888268156424581, 0.053763440860215055, 0.05333333333333334, 0.3076923076923077, 0.3, 0.8, 0.0, 0.3157894736842105, 0.0, 0.6346153846153846, 0.0, 0.4827586206896552, 0.2857142857142857, 0.6666666666666666, 0.5, 0.0, 0.5263157894736842, 0.6470588235294118, 0.42857142857142855, 0.08333333333333333, 0.6388888888888888, 0.4375, 0.0, 0, 0.8333333333333334, 0.4666666666666667, 0.25, 0.0, 0.1, 0.17391304347826086, 0, 0.3333333333333333, 1.0, 0.5151515151515151, 0.0, 0.36363636363636365, 0.11764705882352941, 0.125, 0.3333333333333333, 0.2, 0.8823529411764706, 0.0, 0.12903225806451613, 0.0, 0.14285714285714285, 0.34782608695652173, 0.42857142857142855, 0.6666666666666666, 0.18181818181818182, 0.5121951219512195, 0.13793103448275862, 0.5526315789473685, 0.4, 0.3333333333333333, 0.6666666666666666, 0.0, 0.4444444444444444, 0.0, 0.6666666666666666
515, twisty, 0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0, 0, 0, 0.0, 0, 0.25, 0, 0, 0.0, 0.7142857142857143, 0.0, 0, 0.0, 0.0, 0.0, 0, 0.5, 0, 1.0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0.5, 0, 0.16666666666666666, 0, 0, 0.5, 0.0, 0, 0, 0.0, 0, 0, 0.8333333333333334, 0.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 0, 0, 0.0, 0.25, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.3333333333333333, 0.0, 0.0, 0, 0, 0, 0, 0.14285714285714285, 0.0, 0.0, 0.8333333333333334, 0.2631578947368421, 0.0, 0, 0.27586206896551724, 0.875, 0, 0.0, 0.3333333333333333, 0.0, 0, 0, 0.0, 0.0, 0.4583333333333333, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.625, 0, 0.0, 0.2, 0.0, 0.3333333333333333, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 0.0, 0, 0.2, 1.0, 0, 0.0, 0, 0, 0, 1.0, 0.3333333333333333, 0.5, 0.0, 0.5, 0.0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0, 0.0, 0, 0.0, 0, 0, 0, 0, 0.0, 0.5, 1.0, 0.0, 0, 0, 0.5, 0.0, 0, 0.0, 0, 0.6666666666666666, 0, 0
515, winding, 0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0, 0, 0, 1.0, 0, 0.75, 0, 0, 1.0, 0.2857142857142857, 1.0, 0, 1.0, 1.0, 1.0, 0, 0.5, 0, 0.0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 0.5, 0, 0.8333333333333334, 0, 0, 0.5, 1.0, 0, 0, 1.0, 0, 0, 0.16666666666666666, 1.0, 1.0, 1.0, 0, 1.0, 0, 1.0, 0, 0, 1.0, 0.75, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0.6666666666666666, 1.0, 1.0, 0, 0, 0, 0, 0.8571428571428571, 1.0, 1.0, 0.16666666666666666, 0.7368421052631579, 1.0, 0, 0.7241379310344828, 0.125, 0, 1.0, 0.6666666666666666, 1.0, 0, 0, 1.0, 1.0, 0.5416666666666666, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 0.375, 0, 1.0, 0.8, 1.0, 0.6666666666666666, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0, 1.0, 0, 1.0, 1.0, 0, 0.8, 0.0, 0, 1.0, 0, 0, 0, 0.0, 0.6666666666666666, 0.5, 1.0, 0.5, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0, 1.0, 0, 0, 0, 0, 1.0, 0.5, 0.0, 1.0, 0, 0, 0.5, 1.0, 0, 1.0, 0, 0.3333333333333333, 0, 0
